<TICKER>	<PER>	<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<VOL>
SBER	D	20150529	000000	73.7000000	76.1300000	73.5000000	73.5000000	136648870
SBER	D	20150601	000000	73.6900000	74.4900000	72.6500000	72.6500000	113166820
SBER	D	20150602	000000	72.8900000	74.2500000	72.2500000	73.9200000	75356810
SBER	D	20150603	000000	74.1800000	74.3500000	71.6000000	71.7200000	107185010
SBER	D	20150604	000000	71.6900000	72.2000000	70.5500000	71.2500000	109915900
SBER	D	20150605	000000	71.1700000	71.7500000	70.2000000	70.6100000	77264650
SBER	D	20150608	000000	70.8100000	71.0500000	69.1500000	69.1700000	102661510
SBER	D	20150609	000000	69.2500000	70.3500000	68.4100000	70.2100000	98679290
SBER	D	20150610	000000	70.5200000	72.0700000	70.3000000	71.5100000	91432340
SBER	D	20150611	000000	71.1400000	72.5500000	70.2300000	72.5500000	123789840
SBER	D	20150615	000000	72.0200000	72.2700000	70.6000000	71.8000000	101963530
SBER	D	20150616	000000	71.6000000	73.8000000	70.9600000	73.5000000	107516490
SBER	D	20150617	000000	73.4700000	74.4100000	72.7800000	72.8100000	86933500
SBER	D	20150618	000000	73.1500000	74.3700000	72.6000000	72.9800000	91367020
SBER	D	20150619	000000	73.1700000	73.3800000	71.5600000	71.5600000	92629320
SBER	D	20150622	000000	72.0500000	72.4600000	71.5000000	72.0000000	74211580
SBER	D	20150623	000000	72.2100000	72.3700000	71.5000000	72.0100000	52910790
SBER	D	20150624	000000	72.1400000	72.5000000	71.3500000	71.9800000	56375850
SBER	D	20150625	000000	71.9100000	72.2400000	71.4200000	71.4200000	45455840
SBER	D	20150626	000000	71.3900000	71.4700000	70.4000000	70.6000000	98252300
SBER	D	20150629	000000	69.1800000	70.9700000	69.0300000	70.2000000	77379440
SBER	D	20150630	000000	70.2100000	72.5000000	70.0500000	72.3500000	99438130
SBER	D	20150701	000000	72.2900000	72.9700000	70.7100000	71.0000000	101146530
SBER	D	20150702	000000	71.0000000	71.3000000	70.1700000	70.5400000	83685280
SBER	D	20150703	000000	70.5400000	71.1500000	69.9000000	70.6700000	58663600
SBER	D	20150706	000000	69.9300000	70.5900000	68.0800000	68.4500000	123496750
SBER	D	20150707	000000	68.4500000	69.6800000	68.1200000	68.7700000	103621040
SBER	D	20150708	000000	68.5200000	68.9400000	66.5000000	67.7300000	160053390
SBER	D	20150709	000000	68.1500000	69.3800000	67.7000000	69.3500000	84564490
SBER	D	20150710	000000	69.6000000	71.2000000	69.5700000	71.0600000	108674420
SBER	D	20150713	000000	70.7800000	72.9400000	70.7700000	72.9400000	231543530
SBER	D	20150714	000000	72.8000000	73.9000000	72.3100000	73.9000000	110296880
SBER	D	20150715	000000	73.7900000	74.0000000	72.9600000	74.0000000	79212540
SBER	D	20150716	000000	73.9900000	74.3900000	73.5300000	74.2100000	56688680
SBER	D	20150717	000000	74.1800000	75.7300000	73.5700000	75.5200000	88910830
SBER	D	20150720	000000	75.4000000	75.7000000	73.8700000	74.1000000	89287880
SBER	D	20150721	000000	73.9900000	75.8600000	73.4100000	75.5500000	108939410
SBER	D	20150722	000000	75.2600000	75.9700000	74.5000000	74.6000000	99407990
SBER	D	20150723	000000	74.6500000	74.6900000	72.5100000	72.7000000	91598270
SBER	D	20150724	000000	72.5000000	72.5700000	70.2500000	70.4500000	133821230
SBER	D	20150727	000000	70.4000000	70.4500000	67.3500000	68.4800000	209953530
SBER	D	20150728	000000	68.2000000	70.7300000	67.4000000	69.5500000	181097770
SBER	D	20150729	000000	69.8700000	71.4900000	69.6600000	71.2000000	123789360
SBER	D	20150730	000000	71.3700000	72.7900000	70.9100000	72.2000000	107009470
SBER	D	20150731	000000	71.9600000	72.5500000	70.2100000	72.3000000	153348870
SBER	D	20150803	000000	71.5100000	71.7500000	70.4300000	71.1000000	117485850
SBER	D	20150804	000000	70.8000000	72.4300000	70.5100000	72.3000000	99330360
SBER	D	20150805	000000	72.6000000	74.1400000	72.3300000	73.4900000	112870830
SBER	D	20150806	000000	73.2100000	73.9000000	72.1100000	72.2500000	102320450
SBER	D	20150807	000000	72.7200000	74.4000000	72.5700000	74.2000000	105155080
SBER	D	20150810	000000	74.2000000	75.1700000	73.5000000	75.1600000	84173210
SBER	D	20150811	000000	75.1500000	75.6700000	73.2000000	73.2000000	113585110
SBER	D	20150812	000000	72.9800000	74.2000000	72.5200000	73.4000000	98776070
SBER	D	20150813	000000	73.8100000	74.4400000	73.1200000	73.7000000	77166680
SBER	D	20150814	000000	73.6500000	74.8600000	73.2700000	74.4300000	73185750
SBER	D	20150817	000000	73.9900000	74.1900000	72.8100000	73.0000000	94133960
SBER	D	20150818	000000	72.7200000	73.4200000	72.0400000	72.4500000	87589900
SBER	D	20150819	000000	72.3100000	73.2600000	71.2700000	71.5000000	105273640
SBER	D	20150820	000000	71.0800000	72.5700000	70.8800000	72.0500000	108237280
SBER	D	20150821	000000	71.0800000	71.5700000	69.8600000	69.8600000	118013370
SBER	D	20150824	000000	68.0500000	69.2300000	66.7500000	68.5300000	231577130
SBER	D	20150825	000000	68.6100000	71.0000000	68.6000000	70.7900000	145558030
SBER	D	20150826	000000	70.6400000	71.2800000	69.5100000	71.0000000	129497160
SBER	D	20150827	000000	71.9000000	73.9000000	71.8000000	73.8000000	153194380
SBER	D	20150828	000000	74.4600000	75.0600000	72.9000000	74.8200000	174195750
SBER	D	20150831	000000	74.3200000	74.5300000	73.0800000	74.5000000	152858350
SBER	D	20150901	000000	74.3800000	74.9200000	72.7200000	73.1400000	132453200
SBER	D	20150902	000000	72.9600000	74.1800000	72.2200000	72.9000000	138976340
SBER	D	20150903	000000	73.5000000	74.5000000	73.2200000	74.1500000	106759920
SBER	D	20150904	000000	73.7200000	74.2800000	73.5000000	73.9600000	80548960
SBER	D	20150907	000000	73.6900000	73.9000000	73.3600000	73.8100000	49765350
SBER	D	20150908	000000	74.1000000	75.4000000	74.0400000	74.9000000	98525170
SBER	D	20150909	000000	75.6000000	75.7500000	74.4600000	74.6500000	85666090
SBER	D	20150910	000000	74.0400000	74.8200000	73.6100000	74.3000000	93198540
SBER	D	20150911	000000	74.2800000	74.4200000	73.6900000	74.1000000	56971550
SBER	D	20150914	000000	73.8900000	75.2300000	73.8700000	74.8800000	76394390
SBER	D	20150915	000000	74.9300000	74.9700000	74.2800000	74.8500000	63689210
SBER	D	20150916	000000	75.1200000	77.7100000	75.0900000	77.7100000	124487150
SBER	D	20150917	000000	77.5700000	77.9800000	76.2500000	76.4900000	93571870
SBER	D	20150918	000000	76.7100000	77.1900000	75.3100000	75.5000000	103428370
SBER	D	20150921	000000	75.6000000	76.9800000	75.4700000	75.9400000	78511620
SBER	D	20150922	000000	76.0700000	76.1300000	73.9100000	74.3900000	102250950
SBER	D	20150923	000000	74.4000000	74.9700000	73.4500000	73.7400000	93306190
SBER	D	20150924	000000	73.9400000	74.3000000	72.6700000	73.3300000	101783810
SBER	D	20150925	000000	73.7900000	74.9700000	73.6700000	74.9700000	85774170
SBER	D	20150928	000000	74.9700000	75.6700000	74.2500000	74.5700000	68988630
SBER	D	20150929	000000	74.1800000	75.6000000	73.5800000	75.5000000	83566670
SBER	D	20150930	000000	75.6600000	76.7600000	75.2000000	75.3000000	86456320
SBER	D	20151001	000000	76.0000000	76.4900000	74.1200000	74.5100000	109156150
SBER	D	20151002	000000	74.6000000	75.0000000	72.9500000	73.8000000	98427010
SBER	D	20151005	000000	74.5500000	76.3000000	74.2900000	76.2000000	100274390
SBER	D	20151006	000000	76.2500000	77.3400000	75.7000000	77.3100000	102064460
SBER	D	20151007	000000	78.3100000	79.7000000	76.6900000	79.6500000	180596140
SBER	D	20151008	000000	79.1600000	83.2900000	78.3700000	83.1100000	233887100
SBER	D	20151009	000000	83.8700000	86.2000000	83.2600000	85.7700000	205302340
SBER	D	20151012	000000	85.8100000	86.6000000	83.8600000	85.4500000	145869940
SBER	D	20151013	000000	84.8300000	85.6500000	84.2600000	85.0000000	99614750
SBER	D	20151014	000000	84.5000000	87.1000000	84.0200000	86.8100000	114155830
SBER	D	20151015	000000	86.9900000	89.1200000	86.9300000	87.7000000	139186580
SBER	D	20151016	000000	88.5600000	90.0700000	88.3000000	88.5200000	143301380
SBER	D	20151019	000000	88.4800000	88.8600000	85.9200000	87.0700000	118075520
SBER	D	20151020	000000	86.9700000	89.3400000	86.1400000	88.1400000	109352010
SBER	D	20151021	000000	87.9900000	88.3500000	86.0000000	86.9500000	99021310
SBER	D	20151022	000000	86.6700000	87.6000000	86.0300000	86.5300000	90555350
SBER	D	20151023	000000	87.2300000	90.4500000	86.9700000	90.4500000	137181060
SBER	D	20151026	000000	90.8700000	92.7000000	89.7200000	92.3000000	154561010
SBER	D	20151027	000000	91.9000000	91.9200000	88.7300000	89.0000000	137700310
SBER	D	20151028	000000	89.0500000	90.4900000	87.3300000	90.0500000	128511200
SBER	D	20151029	000000	89.7300000	91.0000000	88.3100000	88.6000000	114384310
SBER	D	20151030	000000	88.7500000	90.8000000	88.1200000	90.5300000	85366080
SBER	D	20151102	000000	90.2500000	93.8000000	89.6600000	93.6500000	124983010
SBER	D	20151103	000000	93.8600000	95.5900000	93.3200000	95.4000000	122392690
SBER	D	20151105	000000	96.0000000	96.6000000	94.6000000	95.5000000	126679170
SBER	D	20151106	000000	95.5000000	95.9100000	93.5700000	94.0900000	106562480
SBER	D	20151109	000000	94.4900000	94.7900000	92.7000000	92.9500000	78965580
SBER	D	20151110	000000	92.7600000	94.4200000	92.0200000	94.3500000	71406950
SBER	D	20151111	000000	94.2000000	94.8600000	92.6500000	94.0000000	77455220
SBER	D	20151112	000000	93.4300000	94.7700000	92.6900000	94.2900000	79120920
SBER	D	20151113	000000	93.4200000	94.3900000	92.9600000	93.4000000	78881520
SBER	D	20151116	000000	93.0900000	96.1400000	93.0100000	95.8000000	88002030
SBER	D	20151117	000000	96.5200000	102.6700000	96.5200000	102.5000000	180740130
SBER	D	20151118	000000	102.7800000	104.5900000	101.7400000	104.0000000	136465200
SBER	D	20151119	000000	104.6300000	108.5500000	102.5400000	104.8600000	190977640
SBER	D	20151120	000000	104.3400000	107.3000000	103.1900000	107.3000000	113665790
SBER	D	20151123	000000	106.8500000	110.3200000	105.2200000	109.9800000	173177320
SBER	D	20151124	000000	109.8300000	110.7000000	105.1500000	105.6000000	154124530
SBER	D	20151125	000000	106.2100000	108.9400000	105.4400000	108.5100000	119438820
SBER	D	20151126	000000	108.7800000	109.3000000	105.6000000	106.4800000	80594160
SBER	D	20151127	000000	105.7400000	106.0600000	103.7000000	104.5500000	93246670
SBER	D	20151130	000000	103.9000000	105.9000000	102.7500000	102.9000000	87093940
SBER	D	20151201	000000	103.5100000	103.9000000	100.6000000	101.3000000	98740920
SBER	D	20151202	000000	101.4900000	103.4900000	101.1500000	102.5000000	89679440
SBER	D	20151203	000000	101.9100000	105.0200000	101.5000000	104.0000000	96330850
SBER	D	20151204	000000	103.7000000	105.6700000	102.2500000	103.0500000	107482110
SBER	D	20151207	000000	103.4500000	104.9000000	102.7800000	103.0000000	91307170
SBER	D	20151208	000000	102.8100000	103.0800000	96.9500000	97.0000000	159192320
SBER	D	20151209	000000	97.4800000	101.0500000	97.2400000	100.6600000	118977140
SBER	D	20151210	000000	100.2500000	101.7500000	99.6700000	100.1300000	88882360
SBER	D	20151211	000000	99.8800000	100.5900000	97.7600000	98.1500000	90910000
SBER	D	20151214	000000	97.6000000	98.3700000	96.2300000	97.7000000	101803240
SBER	D	20151215	000000	98.3600000	100.7900000	98.2400000	100.0000000	87414990
SBER	D	20151216	000000	100.2600000	102.5000000	100.0700000	102.4500000	70519150
SBER	D	20151217	000000	102.8500000	105.1800000	102.5500000	103.7500000	120045750
SBER	D	20151218	000000	103.0500000	103.1800000	98.8000000	98.8100000	108739650
SBER	D	20151221	000000	98.9400000	100.8000000	97.6500000	98.7300000	81350840
SBER	D	20151222	000000	99.5000000	100.4000000	99.1000000	99.8000000	48754440
SBER	D	20151223	000000	100.1500000	102.9600000	100.1300000	102.9600000	72242830
SBER	D	20151224	000000	103.7000000	103.8900000	100.4000000	101.3500000	72100810
SBER	D	20151225	000000	101.8300000	102.3200000	100.7800000	101.3400000	26162460
SBER	D	20151228	000000	101.2500000	101.5400000	99.4600000	100.2000000	36917760
SBER	D	20151229	000000	100.4200000	102.5000000	99.7400000	101.8200000	72668060
SBER	D	20151230	000000	101.6700000	101.8500000	100.4700000	101.2600000	38859760
SBER	D	20160104	000000	101.0000000	101.7800000	97.9400000	98.0100000	51183990
SBER	D	20160105	000000	97.9400000	99.2400000	97.1600000	98.8900000	48997370
SBER	D	20160106	000000	98.7200000	99.5600000	96.8300000	96.8500000	40688180
SBER	D	20160111	000000	93.7000000	94.8900000	91.0100000	91.0300000	85788320
SBER	D	20160112	000000	89.5000000	92.8800000	88.5200000	91.7100000	109778950
SBER	D	20160113	000000	92.7000000	93.8800000	91.2500000	91.5000000	74000750
SBER	D	20160114	000000	90.9800000	93.1500000	90.3700000	93.0400000	80962520
SBER	D	20160115	000000	92.4300000	92.9500000	86.8500000	87.2700000	133569990
SBER	D	20160118	000000	86.3000000	88.2800000	85.1000000	86.1500000	100385360
SBER	D	20160119	000000	87.3200000	89.7000000	85.7600000	86.6800000	113948150
SBER	D	20160120	000000	84.9000000	85.1900000	82.2000000	83.8300000	134106610
SBER	D	20160121	000000	84.2400000	87.1500000	83.2700000	86.0000000	143653780
SBER	D	20160122	000000	88.9700000	92.2800000	87.6200000	91.5000000	206844770
SBER	D	20160125	000000	92.5500000	93.3500000	90.0000000	91.0000000	131617230
SBER	D	20160126	000000	89.1100000	91.7600000	88.7400000	91.5000000	105032370
SBER	D	20160127	000000	91.9800000	96.2600000	91.4700000	95.7500000	150750760
SBER	D	20160128	000000	95.7800000	97.2800000	94.3300000	96.6900000	179401240
SBER	D	20160129	000000	97.4800000	98.7000000	95.1200000	96.5000000	164734030
SBER	D	20160201	000000	96.3500000	97.4900000	95.2900000	96.5000000	89540470
SBER	D	20160202	000000	95.6700000	97.0700000	93.7500000	94.4000000	128914040
SBER	D	20160203	000000	93.9100000	96.8900000	93.7100000	94.5300000	112674290
SBER	D	20160204	000000	98.4800000	98.4900000	96.7100000	97.5700000	120693420
SBER	D	20160205	000000	97.0100000	97.9800000	96.3500000	97.2000000	81229760
SBER	D	20160208	000000	97.0500000	97.8600000	93.8500000	94.7000000	106112220
SBER	D	20160209	000000	93.9800000	95.6300000	92.7000000	93.8900000	121139330
SBER	D	20160210	000000	93.5000000	96.7700000	93.1600000	96.3500000	111291300
SBER	D	20160211	000000	95.7100000	96.1000000	93.0500000	94.2000000	115241960
SBER	D	20160212	000000	95.1400000	95.6700000	94.1800000	94.8500000	79177230
SBER	D	20160215	000000	96.0100000	96.3700000	94.9300000	95.2500000	68273680
SBER	D	20160216	000000	95.9500000	97.2800000	95.7000000	96.5100000	114762620
SBER	D	20160217	000000	96.5100000	99.3800000	96.0500000	99.2000000	114642730
SBER	D	20160218	000000	99.8800000	102.8000000	99.7500000	102.7000000	125518410
SBER	D	20160219	000000	101.9800000	103.5700000	101.0000000	101.5000000	171509110
SBER	D	20160220	000000	101.6400000	102.6000000	101.5000000	102.3500000	17989490
SBER	D	20160222	000000	102.5800000	104.3900000	102.3900000	103.2000000	66162380
SBER	D	20160224	000000	101.9900000	102.7000000	100.7900000	102.1000000	88950780
SBER	D	20160225	000000	102.6500000	104.3500000	101.5100000	104.0500000	110133640
SBER	D	20160226	000000	105.0100000	107.1500000	104.8300000	106.2400000	143848820
SBER	D	20160229	000000	105.5700000	107.3800000	104.8100000	107.0000000	91688580
SBER	D	20160301	000000	107.5000000	108.7900000	106.4200000	108.2600000	114771730
SBER	D	20160302	000000	109.0100000	109.2000000	106.1000000	106.1200000	97665960
SBER	D	20160303	000000	106.7000000	107.6300000	105.4000000	106.9900000	80139720
SBER	D	20160304	000000	107.5700000	109.0200000	106.7000000	108.9900000	84055380
SBER	D	20160307	000000	109.6300000	110.2000000	108.5700000	109.4700000	74951360
SBER	D	20160309	000000	108.9800000	109.0700000	107.5000000	108.1500000	72379620
SBER	D	20160310	000000	108.2800000	109.9000000	107.6700000	108.8400000	94907390
SBER	D	20160311	000000	109.2000000	109.9500000	108.5500000	109.2600000	61241500
SBER	D	20160314	000000	109.2900000	109.5600000	108.4000000	109.2600000	66447890
SBER	D	20160315	000000	109.5800000	110.2900000	106.0900000	106.4600000	126167970
SBER	D	20160316	000000	107.2000000	107.2700000	106.1200000	107.0000000	75628070
SBER	D	20160317	000000	107.7000000	109.4900000	107.7000000	109.4700000	92849150
SBER	D	20160318	000000	109.5900000	112.5000000	108.9100000	112.4000000	134588820
SBER	D	20160321	000000	111.5000000	112.9200000	110.5000000	112.0700000	115398170
SBER	D	20160322	000000	112.2800000	114.1900000	111.0000000	111.4900000	107504430
SBER	D	20160323	000000	111.2700000	112.1000000	108.7000000	109.1000000	104058640
SBER	D	20160324	000000	108.5800000	109.2900000	107.0500000	108.0600000	93378980
SBER	D	20160325	000000	108.6300000	109.5000000	108.6300000	109.1000000	32897550
SBER	D	20160328	000000	109.9900000	110.1100000	107.6900000	108.1200000	49458060
SBER	D	20160329	000000	107.9100000	108.4400000	105.3500000	107.0500000	86806520
SBER	D	20160330	000000	107.9600000	109.9100000	107.5200000	109.1500000	84179670
SBER	D	20160331	000000	108.7200000	110.5900000	107.3200000	109.9000000	106464080
SBER	D	20160401	000000	109.3200000	109.4000000	107.0100000	108.5200000	101161710
SBER	D	20160404	000000	108.2200000	109.6900000	107.1000000	108.2000000	80407450
SBER	D	20160405	000000	107.2300000	107.6400000	106.0000000	106.8700000	75497660
SBER	D	20160406	000000	107.6400000	108.3000000	107.0500000	108.0000000	75393670
SBER	D	20160407	000000	108.9800000	109.3800000	107.6200000	108.5100000	80198430
SBER	D	20160408	000000	108.8600000	113.3000000	108.5600000	112.9200000	124397630
SBER	D	20160411	000000	112.9600000	117.8500000	112.6200000	117.3500000	150641490
SBER	D	20160412	000000	117.2700000	119.3900000	115.8200000	117.9500000	120987100
SBER	D	20160413	000000	118.1000000	119.9500000	117.3500000	119.5000000	103342960
SBER	D	20160414	000000	119.0400000	119.5500000	117.8900000	119.3000000	87945210
SBER	D	20160415	000000	118.9900000	119.9100000	118.1100000	119.3000000	70457880
SBER	D	20160418	000000	117.1200000	118.2000000	116.0100000	118.2000000	91536570
SBER	D	20160419	000000	118.8300000	123.3500000	118.7800000	121.5000000	137624630
SBER	D	20160420	000000	120.6900000	123.9700000	119.9000000	123.7500000	104316770
SBER	D	20160421	000000	124.9900000	125.5500000	118.2000000	119.1700000	181664640
SBER	D	20160422	000000	119.6400000	121.3900000	117.9000000	121.2500000	102968520
SBER	D	20160425	000000	121.0000000	121.5100000	119.6000000	120.0800000	67336110
SBER	D	20160426	000000	119.9700000	119.9700000	116.7500000	119.7000000	87560980
SBER	D	20160427	000000	120.2400000	122.3700000	119.5700000	120.8000000	90692430
SBER	D	20160428	000000	121.3200000	124.3900000	120.0000000	124.3900000	86103090
SBER	D	20160429	000000	124.4400000	125.7800000	122.0000000	123.5500000	102783950
SBER	D	20160504	000000	121.5000000	122.3900000	119.3100000	120.9600000	84858050
SBER	D	20160505	000000	121.2800000	122.3000000	120.4000000	120.9200000	55968600
SBER	D	20160506	000000	120.3100000	120.8600000	118.4100000	120.6400000	70246720
SBER	D	20160510	000000	119.8000000	121.3500000	118.5700000	119.5500000	66102880
SBER	D	20160511	000000	120.0600000	123.6200000	119.5700000	123.4500000	85314900
SBER	D	20160512	000000	123.4500000	124.3800000	121.0100000	121.2000000	82024670
SBER	D	20160513	000000	121.4000000	121.9500000	119.6900000	121.0700000	63678800
SBER	D	20160516	000000	122.1000000	123.6200000	121.6300000	122.6000000	58974060
SBER	D	20160517	000000	122.8800000	123.2700000	120.6000000	122.7100000	72488460
SBER	D	20160518	000000	122.4900000	123.5400000	121.8300000	123.1200000	50018810
SBER	D	20160519	000000	121.9900000	122.1700000	120.3000000	120.5000000	72263880
SBER	D	20160520	000000	121.7900000	122.4700000	120.8000000	121.9000000	53918680
SBER	D	20160523	000000	121.3000000	122.2000000	120.1200000	121.5100000	56384330
SBER	D	20160524	000000	121.4200000	124.0700000	121.3500000	123.5000000	56867780
SBER	D	20160525	000000	124.4500000	128.5500000	124.4100000	127.8700000	113976050
SBER	D	20160526	000000	128.5500000	133.0500000	126.9000000	132.1600000	125157540
SBER	D	20160527	000000	131.6200000	134.7900000	131.3500000	133.2000000	87155860
SBER	D	20160530	000000	133.5500000	135.0800000	132.5500000	134.4500000	37557070
SBER	D	20160531	000000	134.7900000	135.9800000	132.5600000	132.5600000	93293740
SBER	D	20160601	000000	132.3600000	133.2100000	131.3100000	131.3600000	64123110
SBER	D	20160602	000000	131.6000000	133.0800000	130.5100000	132.3000000	63910540
SBER	D	20160603	000000	133.0800000	134.4400000	131.0400000	131.5900000	68130080
SBER	D	20160606	000000	132.1000000	134.7400000	132.0000000	133.9900000	48631250
SBER	D	20160607	000000	134.5100000	139.9700000	134.0200000	139.9700000	101116160
SBER	D	20160608	000000	141.1200000	142.0000000	137.4400000	139.3900000	88340850
SBER	D	20160609	000000	139.8900000	140.7100000	137.0700000	139.6100000	56565300
SBER	D	20160610	000000	137.7800000	137.9400000	133.3500000	133.5000000	64481000
SBER	D	20160614	000000	131.2100000	132.3700000	126.1500000	127.0800000	109217780
SBER	D	20160615	000000	126.9000000	130.2300000	126.6100000	129.8900000	80291260
SBER	D	20160616	000000	129.0000000	129.2400000	125.8500000	127.1000000	67086030
SBER	D	20160617	000000	128.6000000	130.7500000	128.4900000	128.7000000	66699700
SBER	D	20160620	000000	132.4500000	133.4800000	131.2000000	132.1300000	47630400
SBER	D	20160621	000000	132.1000000	133.4300000	129.9400000	133.3900000	52397860
SBER	D	20160622	000000	134.6400000	135.7900000	133.5100000	134.8100000	45326330
SBER	D	20160623	000000	134.4200000	138.2800000	133.8900000	138.0000000	55130360
SBER	D	20160624	000000	131.5000000	133.5000000	129.1200000	133.4000000	106884700
SBER	D	20160627	000000	133.9000000	134.8300000	125.3500000	126.2000000	117399890
SBER	D	20160628	000000	127.8500000	129.7100000	125.7000000	129.5700000	91194040
SBER	D	20160629	000000	130.6400000	133.9500000	129.8200000	133.8800000	67111590
SBER	D	20160630	000000	133.6500000	135.3400000	131.1400000	133.0000000	86930940
SBER	D	20160701	000000	133.3300000	134.3400000	131.5500000	133.8500000	64519920
SBER	D	20160704	000000	134.6500000	135.8400000	133.8000000	134.6000000	37718210
SBER	D	20160705	000000	133.9000000	133.9000000	131.7300000	131.8500000	44204110
SBER	D	20160706	000000	131.5100000	132.0400000	127.8500000	129.3600000	70388370
SBER	D	20160707	000000	130.5000000	133.5000000	130.0200000	131.8000000	77389640
SBER	D	20160708	000000	130.6300000	134.4900000	130.3500000	134.4100000	75673040
SBER	D	20160711	000000	134.8000000	137.7700000	134.5200000	137.2000000	69766630
SBER	D	20160712	000000	137.5500000	140.4700000	136.9000000	140.4000000	63663050
SBER	D	20160713	000000	140.2900000	141.3500000	137.8800000	139.4000000	85646210
SBER	D	20160714	000000	140.0100000	140.6500000	137.5700000	140.0000000	61259330
SBER	D	20160715	000000	139.3800000	139.7400000	137.2500000	138.1200000	53525020
SBER	D	20160718	000000	138.3800000	139.9300000	137.9000000	139.9300000	46916320
SBER	D	20160719	000000	139.7500000	141.1000000	138.4200000	139.4700000	53210010
SBER	D	20160720	000000	139.5500000	140.0000000	137.4100000	138.5700000	63427030
SBER	D	20160721	000000	139.3400000	139.8500000	137.8000000	138.5000000	32366650
SBER	D	20160722	000000	137.8600000	138.8700000	137.5700000	137.8000000	33593300
SBER	D	20160725	000000	138.2500000	138.6600000	135.5000000	136.0000000	47079530
SBER	D	20160726	000000	136.2000000	136.7000000	133.3300000	135.7500000	65090650
SBER	D	20160727	000000	136.1000000	137.6000000	135.2000000	136.9000000	62432830
SBER	D	20160728	000000	137.0500000	137.3400000	134.8200000	136.8500000	56309740
SBER	D	20160729	000000	136.6000000	139.8100000	135.9300000	139.1500000	59148860
SBER	D	20160801	000000	140.0000000	141.2100000	137.5900000	138.5200000	47097920
SBER	D	20160802	000000	138.4500000	138.6000000	135.0000000	135.0600000	57219190
SBER	D	20160803	000000	134.7300000	136.2000000	134.2700000	135.7300000	46770910
SBER	D	20160804	000000	136.4700000	137.6000000	136.0200000	137.1400000	41545410
SBER	D	20160805	000000	137.4900000	138.8900000	137.3100000	138.6900000	44468520
SBER	D	20160808	000000	139.0200000	140.1000000	138.0000000	139.4500000	43494750
SBER	D	20160809	000000	139.2000000	140.2500000	137.8500000	139.2000000	52285030
SBER	D	20160810	000000	139.2000000	139.8000000	138.1400000	138.3000000	36143560
SBER	D	20160811	000000	138.1600000	139.7400000	137.6800000	139.7000000	38330410
SBER	D	20160812	000000	140.2000000	141.3900000	139.1000000	139.4500000	44335520
SBER	D	20160815	000000	140.2500000	140.4900000	138.8600000	139.5000000	40173330
SBER	D	20160816	000000	139.5100000	141.0800000	138.0300000	138.1000000	64904690
SBER	D	20160817	000000	138.2100000	138.8000000	137.1700000	138.4400000	42730300
SBER	D	20160818	000000	138.7200000	140.1400000	136.2000000	137.0000000	62012990
SBER	D	20160819	000000	137.7000000	137.7000000	135.5200000	135.8000000	42530000
SBER	D	20160822	000000	135.2000000	137.4700000	134.6000000	137.3700000	47485130
SBER	D	20160823	000000	136.9500000	140.4800000	136.9000000	140.3500000	59116300
SBER	D	20160824	000000	139.7000000	140.5000000	138.5200000	139.5000000	46251770
SBER	D	20160825	000000	139.9900000	142.9000000	139.6700000	142.8400000	75944360
SBER	D	20160826	000000	143.2400000	145.6000000	143.2000000	145.2500000	75015960
SBER	D	20160829	000000	144.4500000	144.4700000	142.5100000	143.5500000	45614050
SBER	D	20160830	000000	143.5800000	145.3000000	143.1800000	143.1800000	50443440
SBER	D	20160831	000000	143.1800000	144.0500000	142.5500000	143.5000000	45294720
SBER	D	20160901	000000	143.8800000	144.7800000	143.6000000	144.2500000	41937950
SBER	D	20160902	000000	144.4500000	147.0900000	143.8200000	146.8800000	53772780
SBER	D	20160905	000000	147.5100000	149.6000000	147.0900000	149.5000000	59545820
SBER	D	20160906	000000	149.7100000	150.8100000	149.0600000	150.6400000	60147990
SBER	D	20160907	000000	150.9500000	155.0300000	150.9200000	154.3300000	95289530
SBER	D	20160908	000000	155.2500000	156.2500000	152.6700000	153.4500000	64537130
SBER	D	20160909	000000	152.8000000	152.8400000	151.2200000	151.6000000	33736960
SBER	D	20160912	000000	149.7300000	151.6900000	148.6500000	151.4300000	55871980
SBER	D	20160913	000000	151.5000000	152.1000000	149.2500000	149.8000000	36148670
SBER	D	20160914	000000	149.9000000	151.5500000	149.3500000	150.8600000	38688330
SBER	D	20160915	000000	150.5400000	150.7800000	148.0600000	149.1400000	45107520
SBER	D	20160916	000000	149.3100000	149.6800000	147.0000000	147.0000000	49910660
SBER	D	20160919	000000	148.7900000	149.9100000	148.0700000	148.6600000	38924550
SBER	D	20160920	000000	148.1200000	149.4000000	147.0400000	149.3000000	35149660
SBER	D	20160921	000000	149.8500000	151.5400000	149.7200000	150.6700000	43697250
SBER	D	20160922	000000	152.5100000	154.5000000	151.6200000	154.1800000	66092620
SBER	D	20160923	000000	153.7600000	153.7600000	150.1300000	151.5000000	51176510
SBER	D	20160926	000000	149.9000000	152.4500000	148.7000000	149.1000000	51986750
SBER	D	20160927	000000	149.5900000	149.6900000	147.2800000	147.5300000	40348840
SBER	D	20160928	000000	148.1200000	149.3400000	146.7100000	147.1800000	40230280
SBER	D	20160929	000000	150.2000000	150.8800000	148.0500000	148.4700000	56297300
SBER	D	20160930	000000	146.9900000	147.0000000	144.6000000	145.3400000	57798440
